alpha,delta,class
45.15909783,-7.350951379,GALAXY
164.1687396,27.20265326,GALAXY
139.1529175,36.84927425,QSO
132.0527054,13.26329168,GALAXY
227.5499405,47.86691446,GALAXY
34.74960002,-0.601931234,GALAXY
34.74960002,-0.601931234,GALAXY
229.5731485,12.22386127,GALAXY
213.6591569,14.9901816,GALAXY
222.4224523,13.57204647,GALAXY
207.4021045,37.49977004,STAR
325.5148595,3.888844752,GALAXY
37.64737473,-2.533512332,GALAXY
37.74790495,-2.599720421,GALAXY
354.4717221,27.19818715,GALAXY
356.3220234,27.29602813,GALAXY
8.461008838,9.554615892,GALAXY
219.753981,56.91896485,STAR
21.97044769,-4.152097394,GALAXY
184.6064737,18.90730635,GALAXY
206.068638,17.60380141,GALAXY
188.9462168,42.14975233,GALAXY
184.616911,21.73674897,GALAXY
186.5189897,-1.832163405,GALAXY
25.15446975,2.944290168,GALAXY
200.8513334,47.98896402,GALAXY
141.8169188,-0.335145303,GALAXY
130.1575577,23.2305935,STAR
23.4120428,18.22218939,GALAXY
171.9763647,-3.502045773,STAR
165.747028,49.7280336,GALAXY
140.199044,41.2613834,GALAXY
178.661918,51.17006282,GALAXY
220.6956471,34.51092436,STAR
222.7464053,33.94548031,GALAXY
40.34594224,-0.451583006,STAR
43.26035215,-0.601376934,GALAXY
35.27604441,-0.576507226,GALAXY
40.49124073,-0.476787328,GALAXY
32.48963978,-0.587610599,GALAXY
32.58428383,-0.504943673,GALAXY
35.9977162,-0.624442098,GALAXY
332.7952299,20.71717203,STAR
194.2600267,-2.85315164,GALAXY
175.7221011,6.941676656,GALAXY
229.705116,9.824050703,GALAXY
329.2912621,4.20577324,GALAXY
328.2724757,4.059675908,GALAXY
125.6443329,27.70644501,GALAXY
148.2589366,36.25038997,QSO
149.8821579,36.76486408,STAR
225.415821,34.62993585,GALAXY
60.00945135,-5.433938271,GALAXY
66.86528715,24.35033709,STAR
134.358368,20.36673851,GALAXY
169.6263903,6.155989289,STAR
178.5277158,-1.014880292,QSO
179.0398008,37.13061412,GALAXY
175.2296576,20.32460043,GALAXY
160.4293685,18.910613,GALAXY
162.4302456,19.0209779,GALAXY
350.4589798,19.32491737,GALAXY
247.0212321,38.19664303,GALAXY
244.5209995,36.69385586,STAR
351.6494394,22.19426329,GALAXY
354.2330125,22.47059713,GALAXY
36.90971749,-0.543633445,GALAXY
37.56308271,-0.479778406,GALAXY
119.4859869,19.59555993,GALAXY
258.205431,32.56179451,STAR
232.2701148,11.52440413,GALAXY
220.0467597,13.95808377,GALAXY
355.780309,27.37771869,GALAXY
36.85494296,-0.57804809,GALAXY
34.64153077,-0.490745227,GALAXY
114.0762991,23.26790932,GALAXY
111.9390313,39.90264996,QSO
255.7246707,26.54586852,QSO
142.8584118,28.68798692,GALAXY
157.331754,16.59891158,STAR
172.2331558,-3.553877258,STAR
115.4576519,22.66646044,GALAXY
143.636489,42.93233007,GALAXY
219.0193691,35.07460897,QSO
221.5178982,34.24345239,QSO
223.25357,33.71486704,QSO
340.9835338,29.7904246,GALAXY
336.6211269,4.560004009,GALAXY
326.9940984,4.129971556,GALAXY
332.584508,4.42465509,GALAXY
35.39725776,-0.523446884,GALAXY
33.03245543,-0.50143853,GALAXY
35.02967826,-0.573378547,STAR
37.81164198,-0.431861628,QSO
248.0628481,39.20040724,QSO
2.186905717,-10.16790686,GALAXY
162.6159357,19.10705316,GALAXY
132.309749,19.69083946,GALAXY
354.4302386,-0.179484418,STAR
205.7355419,-1.090474361,GALAXY
211.0730265,56.63444081,GALAXY
25.77989218,12.26139237,QSO
27.56042072,12.07830532,GALAXY
167.8709293,18.36955003,GALAXY
158.2461966,19.63203872,GALAXY
217.2953183,5.786417842,QSO
218.9460354,5.640046738,STAR
162.9115353,-1.580237202,GALAXY
196.4752618,-1.695599958,GALAXY
207.2275828,5.818903322,STAR
248.8778023,45.78628241,GALAXY
205.0324126,17.72670915,GALAXY
210.8656275,46.81678027,STAR
231.497887,37.11296663,QSO
321.7627568,3.79304517,STAR
335.3029534,4.410451094,GALAXY
186.3385128,-1.844822495,GALAXY
177.0493652,-1.718747239,GALAXY
180.5409661,-1.754570644,GALAXY
181.6899072,-1.855006986,GALAXY
193.531736,-1.634176564,GALAXY
318.5295895,11.14106996,STAR
190.1693162,-1.718282394,GALAXY
238.927222,25.3828835,GALAXY
336.7485611,6.277015056,QSO
117.5013681,18.38648932,QSO
2.382297231,3.001674275,GALAXY
321.8635765,2.247865937,GALAXY
193.9341956,-2.778208668,GALAXY
159.6258055,7.810911132,GALAXY
127.4716436,4.914955384,GALAXY
219.2429777,53.09619465,GALAXY
221.944543,52.23902739,GALAXY
109.1717743,-0.823769103,STAR
151.7184309,37.39350648,QSO
208.9037061,39.58309539,GALAXY
265.63846,55.23749021,GALAXY
346.3205605,24.87429862,GALAXY
123.3878852,30.04278876,GALAXY
125.6588044,32.09758811,GALAXY
41.19147565,-0.436141549,GALAXY
180.429657,18.75056838,GALAXY
188.3886298,18.76147961,GALAXY
261.3390261,27.68280671,STAR
259.5569088,30.38503724,QSO
200.6295426,49.32138819,GALAXY
30.37244441,11.76773128,STAR
132.6444701,19.66287978,GALAXY
133.3613085,20.02484534,GALAXY
134.4159408,20.48850869,GALAXY
251.7383468,51.83531806,GALAXY
251.9740252,51.86920131,GALAXY
116.2802167,34.44267011,GALAXY
120.605396,39.04343084,GALAXY
23.9699932,-1.399883832,QSO
144.7432805,16.86373167,GALAXY
43.16128486,-0.624266837,GALAXY
40.37550093,-4.04407176,GALAXY
178.1880119,-1.683734154,GALAXY
144.686934,8.158388511,STAR
154.4649064,9.067348838,STAR
358.2347344,9.346432111,GALAXY
148.1693977,17.57259573,GALAXY
207.2273868,37.5497127,STAR
196.3229255,18.55521139,GALAXY
317.4310518,1.389998578,QSO
189.2792574,5.421647734,STAR
193.7773095,5.530374096,GALAXY
194.4879378,5.420731426,GALAXY
194.7110456,5.375150709,GALAXY
199.062132,5.380333664,GALAXY
176.4201924,7.578881766,STAR
193.7407629,-2.863318854,GALAXY
130.7647066,23.45046709,STAR
321.4803549,0.036024587,GALAXY
200.0244039,58.08903465,QSO
198.1805207,58.43292823,QSO
200.9260682,58.08734545,STAR
352.5730759,22.27102885,GALAXY
25.48426181,21.53901734,GALAXY
64.37437667,24.29466364,STAR
35.79609867,-0.450859565,GALAXY
37.92301387,-0.486636923,GALAXY
42.67449759,-0.476110309,GALAXY
38.92741186,-0.46648057,GALAXY
252.2745075,37.68690503,QSO
337.0398257,4.504545969,GALAXY
180.5420041,-0.907084077,QSO
134.8129683,14.13268066,GALAXY
192.0777426,52.363588,GALAXY
114.1228763,23.388355,GALAXY
157.7863557,16.7028529,GALAXY
17.21062577,-4.106360607,GALAXY
15.01427814,-9.999594549,GALAXY
172.4430493,20.00739867,GALAXY
174.3148504,20.10473297,GALAXY
170.7475188,19.94712961,GALAXY
195.7320046,5.540615234,GALAXY
168.7729816,5.309341474,GALAXY
172.5713008,5.46665696,GALAXY
214.3618796,44.07605639,GALAXY
232.5301613,12.31859551,GALAXY
209.7739706,5.581229455,STAR
193.0884682,50.04640313,GALAXY
202.6088264,49.0147526,GALAXY
30.19701137,11.77717132,STAR
168.5194885,18.45554558,GALAXY
117.2578159,21.21334892,QSO
215.5026198,45.63541698,QSO
169.7436646,36.29847521,GALAXY
184.939514,21.81985986,GALAXY
358.7156336,9.408576399,GALAXY
7.109088138,9.476568189,GALAXY
10.990287,9.52351623,GALAXY
133.6463734,20.22261497,GALAXY
219.8036175,13.98300254,GALAXY
207.4970167,37.56518361,QSO
325.2541533,3.848698482,GALAXY
15.4154291,-4.770165925,GALAXY
158.4983867,19.58096071,GALAXY
150.4508912,36.99724365,GALAXY
176.6415432,-3.648650455,STAR
149.2047085,45.37414936,GALAXY
139.292708,40.95238355,GALAXY
303.2010135,-11.20185712,STAR
171.2769356,6.128986531,STAR
31.84128588,28.19678845,QSO
131.216791,47.62998129,STAR
170.8152667,18.62095905,GALAXY
111.5383719,41.63640528,QSO
251.4360036,33.06592463,STAR
230.4317123,49.3275222,STAR
350.295883,19.64515008,GALAXY
350.3325381,19.73522945,GALAXY
350.3630002,19.72590528,GALAXY
170.5382188,5.40591762,GALAXY
152.9629861,18.69663693,STAR
220.5317667,11.9024145,GALAXY
21.30498476,16.32443825,GALAXY
332.6354657,14.43763426,GALAXY
135.1058121,14.11381646,GALAXY
157.2510845,19.40534778,GALAXY
236.4359917,42.97348446,GALAXY
37.7247168,-0.593779718,GALAXY
33.33795999,-0.605884554,GALAXY
317.0697189,7.255323427,QSO
8.577716189,-0.1418764,STAR
5.758448089,-0.154227868,GALAXY
223.9863843,40.86149589,GALAXY
205.7797835,46.04723025,GALAXY
55.98552761,-7.224787253,STAR
163.3014337,27.05028317,GALAXY
164.0593496,27.1488942,GALAXY
242.0609148,9.293379189,STAR
225.3393042,13.03386994,GALAXY
240.8593184,9.481867138,GALAXY
333.9335596,4.4520473,GALAXY
192.6368787,18.58663064,GALAXY
175.2502867,49.02855305,GALAXY
157.9309754,40.24417203,GALAXY
158.1535433,40.36565792,GALAXY
11.9803799,-6.738290273,GALAXY
89.73200509,-0.751883716,STAR
331.3192663,16.13015,QSO
182.252723,-1.783003107,GALAXY
193.0313832,-1.660242772,GALAXY
183.8553733,-1.711184482,GALAXY
192.7122586,-1.665348353,GALAXY
158.1864592,-1.556486161,GALAXY
177.3330533,-1.755465139,GALAXY
189.8857858,-1.651026593,GALAXY
357.2016291,9.300359405,GALAXY
180.8509786,37.15877886,GALAXY
198.6056145,21.15799458,GALAXY
201.4186934,20.99753685,GALAXY
201.8181218,20.79065219,GALAXY
3.340696455,9.372488325,GALAXY
131.2205541,31.59002124,QSO
3.192284564,-0.002010675,GALAXY
206.0231763,-2.064125988,GALAXY
335.2203094,4.531950594,GALAXY
140.050467,16.32170737,GALAXY
152.6949085,30.38003959,GALAXY
152.7820369,30.35168266,GALAXY
152.8089507,30.33441119,GALAXY
36.46556237,-2.665690063,QSO
36.60862742,-2.602767457,GALAXY
243.655786,30.91812445,QSO
167.8627336,10.0312617,QSO
211.740518,44.87700538,STAR
215.2870304,43.91008213,STAR
329.5642393,4.523887123,QSO
247.22626,11.92564392,STAR
181.7939803,5.52678514,GALAXY
208.1451009,5.148131155,GALAXY
203.1953142,17.99726536,GALAXY
178.4283791,-1.659877671,GALAXY
179.4920851,-1.651315863,GALAXY
185.2387779,-1.769938242,GALAXY
196.5926744,-1.681155085,GALAXY
197.3755161,47.26766142,GALAXY
227.2229013,39.43989564,GALAXY
124.3086387,51.16938618,GALAXY
122.5762947,49.48071719,GALAXY
351.5409476,23.81056246,STAR
248.3435529,33.36196555,GALAXY
43.65216003,-0.62345595,GALAXY
40.35915247,-0.599028466,GALAXY
131.5727452,31.76913314,QSO
204.4780173,46.25875351,QSO
215.9832803,43.74437948,QSO
41.25793568,-2.030526089,GALAXY
210.1354762,5.543761076,STAR
167.1530699,0.323879166,GALAXY
218.5796395,2.443928541,GALAXY
15.77649179,-6.360739167,GALAXY
16.91849662,-6.47639682,GALAXY
352.3192139,9.03937653,GALAXY
193.2296062,58.85654924,GALAXY
167.3687399,-17.46539063,STAR
194.6377258,-1.669981988,GALAXY
187.2817974,-1.752976568,GALAXY
358.1059523,3.609448137,GALAXY
158.9128292,-1.008858326,QSO
136.2696725,25.74425963,QSO
350.1306423,19.71065235,GALAXY
9.129228462,36.11292197,GALAXY
221.7690905,52.31007881,GALAXY
328.1022219,4.029914337,GALAXY
214.5684285,16.41334818,GALAXY
192.7983559,18.74476675,GALAXY
192.3414011,18.68652384,GALAXY
214.0488589,19.70696307,QSO
241.4190783,43.01938335,GALAXY
239.5198152,44.43958184,GALAXY
228.0369577,39.17806767,GALAXY
229.8048648,12.83754268,GALAXY
219.3548008,14.81747059,GALAXY
165.7940172,19.56722509,GALAXY
167.7838824,19.75724685,GALAXY
165.9845563,19.6126546,GALAXY
325.5831081,4.30622226,QSO
328.7373178,4.553716922,QSO
190.0557627,5.485367654,GALAXY
205.9181363,5.237943865,GALAXY
6.676228127,-6.752949908,GALAXY
132.6047276,19.78767449,GALAXY
201.3521926,8.287657248,GALAXY
16.60665477,-1.482299258,QSO
151.8478562,18.31838711,GALAXY
245.8601714,35.57357713,GALAXY
129.0606244,42.58627486,STAR
92.35291161,-0.064024724,STAR
189.5594275,21.61063088,GALAXY
195.9214572,21.31195819,GALAXY
147.6048155,44.61128855,GALAXY
225.5004516,32.77806313,QSO
225.5301904,32.94550802,STAR
226.1984109,32.63562693,STAR
200.8183131,62.41876005,GALAXY
172.3762805,18.75338935,GALAXY
117.6584309,42.58082949,STAR
192.7458723,18.72400838,GALAXY
180.066566,-1.774580702,GALAXY
197.334733,-1.604727027,GALAXY
232.0886118,11.58150048,GALAXY
206.6652422,37.54425597,STAR
167.7747027,-16.4780208,STAR
196.8154985,5.409951675,GALAXY
182.3882521,5.472434216,GALAXY
175.5415861,36.71008978,GALAXY
222.8936484,19.61231958,GALAXY
162.4293022,0.407928378,GALAXY
128.326315,5.105369288,STAR
12.73744891,30.52252233,GALAXY
3.788476987,-7.292663567,GALAXY
43.93878525,-0.461075937,GALAXY
44.21139264,-0.510111437,GALAXY
37.77289496,-0.453100017,GALAXY
148.9039086,36.49733904,STAR
176.1962615,6.796886872,GALAXY
176.4200605,6.799631534,GALAXY
350.6948534,18.8883604,GALAXY
350.6992731,18.96452137,GALAXY
328.2970045,4.20311597,GALAXY
320.4894745,3.699287571,GALAXY
326.1286872,3.924068424,GALAXY
157.9765379,4.785919913,GALAXY
170.7476407,-1.891598768,GALAXY
173.9194767,4.981597367,STAR
212.5772517,20.14647592,QSO
217.2793371,19.18024011,QSO
257.6507809,64.33405157,GALAXY
194.3774801,58.76511339,QSO
21.73331566,21.86085868,GALAXY
155.9024681,14.95476057,GALAXY
159.5477788,25.06337361,GALAXY
137.9261476,15.05026044,GALAXY
149.1516353,17.84086745,GALAXY
7.258381672,-4.322120665,GALAXY
215.232979,45.62673095,GALAXY
216.4763051,45.46217289,STAR
126.9396847,22.3450161,GALAXY
132.2968665,19.61756794,GALAXY
123.8603212,35.30482192,GALAXY
345.7103734,33.234103,QSO
181.2610332,-1.730476507,GALAXY
8.624988161,9.358918708,GALAXY
170.1093508,10.22683263,STAR
136.9563403,14.75637652,GALAXY
36.57211389,-2.639108632,QSO
37.58407736,-2.554979014,GALAXY
168.2014801,-15.88670538,STAR
359.7797506,9.461271952,GALAXY
219.2125857,2.301101321,GALAXY
22.77509848,-3.935180803,GALAXY
210.6328309,4.992881955,GALAXY
318.7562942,3.659963629,GALAXY
168.1018495,18.50883022,GALAXY
324.0504329,2.47575077,GALAXY
220.9138363,42.94927127,GALAXY
210.5372551,20.42790468,STAR
214.7381515,19.71585339,QSO
216.8813,19.2751116,STAR
242.2417035,20.41122131,STAR
131.4410327,19.32145123,GALAXY
133.7214465,20.21843827,GALAXY
2.665153219,-0.053795392,GALAXY
169.3357061,-0.910418251,QSO
231.4879833,13.64155263,GALAXY
211.6679624,46.62445287,STAR
217.0575262,45.07958872,STAR
35.69511639,-0.450202411,GALAXY
37.87612338,-0.591979094,GALAXY
180.6957129,18.71803961,GALAXY
135.9780047,35.16662293,QSO
141.6922153,15.99870851,GALAXY
189.756924,5.518820244,GALAXY
207.5453993,5.213170917,GALAXY
195.5163382,5.520359276,GALAXY
205.9596735,5.267696377,GALAXY
209.4609849,5.171301029,GALAXY
185.3132318,5.517089856,GALAXY
43.55740027,2.110364105,GALAXY
338.755919,32.53650046,QSO
345.4465383,-0.172338174,QSO
6.174961909,9.370028321,GALAXY
355.547267,9.359124003,GALAXY
178.6348794,-1.786358684,GALAXY
195.7574661,-1.738141873,GALAXY
133.4643568,32.84207936,QSO
141.4424393,36.77299124,QSO
21.53106527,11.81300409,QSO
345.7533498,33.07291353,STAR
348.0039852,33.41399936,QSO
140.8799757,15.89943834,GALAXY
144.6163189,16.81011922,GALAXY
35.99074777,-2.73277674,GALAXY
170.4515144,-12.24215055,STAR
9.998968612,-6.785026806,GALAXY
10.82038078,-6.686392711,GALAXY
141.4752128,7.84609751,STAR
337.0988214,4.482667952,GALAXY
243.2236269,14.39372659,STAR
238.9362595,34.01540829,QSO
12.17589768,-4.809109667,GALAXY
14.4330193,-6.825473627,GALAXY
235.1023075,19.60986995,QSO
226.8773584,32.56915342,STAR
225.2388195,51.79769701,GALAXY
162.4053953,6.328484916,GALAXY
163.2345448,6.422726461,GALAXY
37.77981504,-5.320571633,GALAXY
217.85745,43.02303375,GALAXY
221.3670301,41.8399628,GALAXY
231.7133552,49.30819665,GALAXY
153.0278845,7.392871801,GALAXY
246.5110759,21.52370108,STAR
196.9323792,58.48802596,QSO
118.7216396,19.37365232,STAR
24.2821319,2.904379856,GALAXY
168.7510423,-1.768316344,GALAXY
175.9475964,6.842198914,GALAXY
41.43757469,-0.46784588,GALAXY
41.1690797,-0.56440934,GALAXY
35.08275645,-0.465102437,GALAXY
146.0315863,35.42071332,QSO
119.3312306,23.20468711,QSO
35.34543034,-0.511641949,GALAXY
37.51807525,-0.460404711,GALAXY
311.2721827,-5.032558573,QSO
229.5239276,30.01380894,GALAXY
345.7595303,27.95310846,QSO
346.6389623,27.88427947,STAR
24.16699199,2.37176235,GALAXY
229.6723937,38.98159497,GALAXY
19.04893835,-9.825732512,GALAXY
162.6178548,19.22570794,GALAXY
326.2414843,4.351543884,QSO
322.7273943,0.065906393,GALAXY
152.1668821,16.78640018,GALAXY
313.6293654,56.09505264,GALAXY
134.3617848,18.23332437,GALAXY
30.03825458,-1.301400497,QSO
25.99273759,-1.433702596,QSO
145.6926759,39.8539526,QSO
119.2121327,23.80580242,STAR
123.4541416,27.19033504,QSO
140.773846,15.65991772,GALAXY
153.5701886,18.77879578,GALAXY
188.2602613,-0.853561036,STAR
152.1619717,30.09119008,GALAXY
133.5392716,13.66108516,GALAXY
255.9091177,35.58554385,QSO
9.038285218,27.15175718,STAR
328.3012186,4.135963177,GALAXY
333.2512431,4.410449387,GALAXY
57.9416418,-5.84784619,GALAXY
9.58184504,-10.13330244,GALAXY
328.7059577,4.590050516,STAR
246.5977359,12.08142981,STAR
20.91129947,-4.072466256,GALAXY
195.6872611,21.4830307,GALAXY
233.3986259,35.95317903,QSO
186.7541068,52.69704935,GALAXY
189.5726316,52.62479513,GALAXY
36.95884383,-0.612332829,GALAXY
33.0964851,-0.441080215,GALAXY
37.36433321,-0.552587672,GALAXY
345.5558972,-0.165141747,GALAXY
346.5235122,-0.120929727,QSO
257.8360097,36.08480433,GALAXY
255.5999757,39.43474828,GALAXY
260.3714508,32.17104867,GALAXY
258.5978915,35.15336574,GALAXY
171.5853541,-1.618243882,GALAXY
182.3692186,-1.738876618,GALAXY
195.146123,-1.7782705,GALAXY
197.1461012,-1.643130242,QSO
134.4136637,20.39128838,GALAXY
218.7134855,14.13531413,GALAXY
213.5734625,46.08193658,QSO
138.7500285,35.49965867,QSO
115.8847417,20.13913611,STAR
115.9151662,20.08272275,STAR
224.7649699,55.13755745,QSO
5.570189697,-4.325832676,GALAXY
251.5842502,24.25271042,GALAXY
222.9975024,0.283697582,GALAXY
42.84360096,-0.520327952,GALAXY
35.51898389,-0.602626888,GALAXY
16.67721645,28.7216691,GALAXY
358.9553725,9.479450851,GALAXY
359.7890315,9.458327455,GALAXY
110.5277034,32.14196345,STAR
36.90664981,-2.585595586,GALAXY
37.0632169,-2.674153033,GALAXY
170.2515911,-12.36988828,STAR
200.3127225,5.384438925,GALAXY
171.8325551,5.340667955,GALAXY
205.0501548,5.28607005,GALAXY
174.4129722,5.457178234,GALAXY
185.0458565,5.573876786,GALAXY
242.5500774,60.26450175,GALAXY
143.804877,51.62982976,QSO
148.7595582,53.4720801,STAR
79.6451251,62.16862121,STAR
231.4909939,13.83268191,GALAXY
210.7812285,46.89066087,QSO
156.6697339,-1.430309143,GALAXY
179.7983591,-1.707059678,GALAXY
164.4392026,-1.523709305,GALAXY
8.070763019,9.500332962,GALAXY
355.3654565,9.414469669,GALAXY
122.9211736,25.61579064,QSO
119.1735432,22.57149444,STAR
4.7112129,-0.190728058,QSO
4.685720139,-0.114950667,STAR
199.4632624,12.52440268,GALAXY
248.6013628,17.19279237,STAR
184.6953886,42.26997565,GALAXY
187.3152208,42.16373856,GALAXY
188.9513729,42.05485065,GALAXY
191.2209209,42.1108875,GALAXY
194.7359774,41.77300271,QSO
195.3325666,41.63689899,GALAXY
193.7200088,21.42774192,GALAXY
11.67218942,9.473254408,GALAXY
136.8179813,14.76710195,GALAXY
144.3633215,16.68283436,GALAXY
170.2629878,-12.30187466,QSO
124.1186094,50.91696991,STAR
216.3254504,18.12697541,QSO
44.28791129,37.7972249,STAR
244.8969599,49.59306421,GALAXY
247.5431664,47.12244531,GALAXY
247.2128373,47.62928052,GALAXY
31.28463743,-5.135653792,QSO
30.75928835,-5.303964885,QSO
195.7864354,5.51485081,GALAXY
196.0695877,5.481952445,GALAXY
209.4396591,5.080710958,GALAXY
184.0603439,5.434300993,GALAXY
208.2252018,5.12054905,GALAXY
169.8080152,5.249445501,GALAXY
359.1098378,22.61477874,STAR
31.54010271,20.60261777,QSO
132.8659925,5.881660289,QSO
132.336794,32.17329683,QSO
136.4244887,34.25258846,QSO
23.49440614,-4.097000152,GALAXY
168.3544832,27.73271408,GALAXY
41.47502502,-0.464920579,GALAXY
35.36833449,-0.512204266,STAR
33.05736163,-0.450002118,GALAXY
40.24969394,-0.62639739,QSO
212.754428,6.034632039,STAR
214.9843592,5.88027821,STAR
243.1004717,4.425737317,STAR
188.0547261,52.51538777,STAR
151.9206842,18.01870912,GALAXY
170.2407689,18.75468141,GALAXY
142.042261,2.777082787,STAR
350.3331069,19.77551625,GALAXY
245.7727133,57.6501373,GALAXY
230.2129988,49.51396345,GALAXY
177.2048117,37.0244,GALAXY
214.2783444,45.92877547,STAR
337.0750646,4.55714425,GALAXY
237.1591201,10.39876348,GALAXY
224.1927032,13.09020696,GALAXY
178.9531826,-1.77039902,GALAXY
321.4488397,0.126050082,GALAXY
131.5189169,19.3459323,GALAXY
354.6303367,27.22983339,GALAXY
355.0275008,27.20623128,GALAXY
202.1409855,46.70073,GALAXY
242.1243986,9.952731003,GALAXY
170.1239396,-1.963996864,GALAXY
140.0437097,15.63698331,GALAXY
141.6946861,16.09199804,GALAXY
168.236803,-15.779586,STAR
213.9154633,44.26755263,QSO
245.6583297,51.03805025,STAR
143.3542375,61.97692221,GALAXY
243.7043805,30.20484402,GALAXY
231.6936202,37.54480503,GALAXY
251.0984796,24.51721331,GALAXY
7.073388974,-4.23371198,GALAXY
159.4399628,40.5703135,GALAXY
145.1579096,19.58049654,GALAXY
173.7416104,5.336968384,GALAXY
202.1465398,5.283159334,GALAXY
210.3473199,4.966242532,GALAXY
133.6357603,5.920294569,STAR
354.907301,27.14723307,GALAXY
14.41960858,-4.208057348,GALAXY
42.56503218,-0.577651223,GALAXY
35.94946726,-0.576769102,GALAXY
16.42056056,28.79389726,GALAXY
205.9122638,46.10707814,STAR
198.7297872,58.3049317,STAR
356.0368277,22.56545269,GALAXY
227.5129968,59.62639469,QSO
33.16562963,27.84032085,STAR
172.4256557,6.114927161,QSO
137.1108277,51.16419246,GALAXY
339.7276518,4.647827512,GALAXY
236.0055584,34.51032729,QSO
353.9074355,27.2030859,GALAXY
253.3052549,20.14573703,GALAXY
167.6588158,19.65815367,GALAXY
327.1670513,4.389735266,QSO
326.4328246,8.318068126,GALAXY
36.12164569,-0.511070481,GALAXY
39.31955902,-0.514932622,GALAXY
216.4813346,19.27782012,QSO
212.3540462,56.42684457,GALAXY
131.3374243,19.16691426,GALAXY
132.3509851,19.6170931,GALAXY
133.351805,19.96537635,GALAXY
119.3759377,31.25467326,GALAXY
358.1651362,-0.007670768,STAR
11.43466082,-0.181266358,STAR
254.7352407,37.03318942,QSO
350.4534203,19.44787035,GALAXY
170.4471104,-1.922252734,GALAXY
168.6821597,6.044847785,QSO
122.136037,29.02081494,GALAXY
22.93268734,-4.014778598,GALAXY
56.11153979,-7.229946171,STAR
257.640363,36.30341764,GALAXY
21.59051983,-4.101274705,GALAXY
203.3139334,17.96983992,GALAXY
179.689945,18.81192934,GALAXY
208.6956142,17.168638,GALAXY
13.20818444,-6.69492995,GALAXY
329.5926897,26.64668729,GALAXY
219.5494985,2.47469706,GALAXY
185.3167162,10.61888275,QSO
204.8706301,38.06057074,STAR
2.803565632,29.33688996,GALAXY
6.570873602,29.21408652,GALAXY
33.9614603,1.88788552,QSO
145.3770519,38.34737167,STAR
232.5469022,12.40855367,QSO
179.1970307,-1.689850218,GALAXY
188.8450566,-1.792705677,GALAXY
193.1404442,-1.712403917,GALAXY
154.7392234,30.8753258,GALAXY
227.1461169,32.51235448,QSO
220.6712763,53.52450471,QSO
163.1987061,6.359115076,GALAXY
118.0074952,21.66570526,STAR
129.5645659,1.754036039,QSO
329.5708268,15.83201055,GALAXY
217.6414485,49.00757771,GALAXY
220.8103157,37.49107611,STAR
190.1000834,5.541157116,GALAXY
356.6427182,5.009217025,GALAXY
348.3796688,21.43194463,GALAXY
263.2554465,33.62464748,STAR
151.6874335,0.392832782,GALAXY
1.229264299,2.169922635,QSO
3.236173349,3.584885197,GALAXY
37.8026335,-4.596579645,QSO
37.83355422,-4.482482373,GALAXY
14.35693188,-6.973548751,GALAXY
1.942935208,-7.022469665,GALAXY
358.0858897,-6.974543321,GALAXY
140.7830843,27.79517715,GALAXY
241.506388,41.18114065,QSO
126.2784032,28.09067287,STAR
41.44826941,-0.579406849,GALAXY
37.15947717,-0.469893445,GALAXY
41.4812026,-0.446112661,GALAXY
202.1506498,46.7677907,GALAXY
343.8353312,6.699928065,STAR
189.5023775,-1.810978786,GALAXY
16.77325229,2.887067475,GALAXY
27.58827439,2.918891236,GALAXY
322.234976,2.275916045,GALAXY
326.7039088,3.989563793,GALAXY
46.7520542,-7.211698197,GALAXY
54.18630239,-6.220521288,GALAXY
92.41101462,-0.138287701,STAR
11.42816823,22.62143231,GALAXY
158.170242,34.09638076,GALAXY
220.3464888,52.82943036,GALAXY
207.4415934,45.85317901,GALAXY
213.2093314,46.3956135,STAR
245.2875712,12.42382589,GALAXY
213.1480885,20.04163781,STAR
346.5491983,-0.092104135,GALAXY
160.4516524,27.36057942,GALAXY
262.2093905,36.97963913,STAR
213.3613148,14.98550336,GALAXY
220.837528,13.84053177,GALAXY
206.5343564,37.64883889,GALAXY
203.8322951,57.67180248,STAR
29.43077747,20.93621134,GALAXY
352.5875982,22.29181434,GALAXY
358.7932003,29.11625108,STAR
5.033405,29.21233334,STAR
134.3937966,20.48201701,GALAXY
114.6940969,26.50047517,STAR
17.1639051,-4.084862239,GALAXY
130.5314736,23.50394553,QSO
230.3536764,13.92972662,GALAXY
146.0546824,18.60183172,GALAXY
23.20812131,19.87192035,STAR
20.82051241,19.99676449,QSO
250.0315133,37.27223308,STAR
169.6777039,19.83283013,GALAXY
164.4821947,19.25640867,QSO
188.3971548,5.516817761,GALAXY
207.4299943,5.24682817,GALAXY
208.3211326,5.171883527,GALAXY
357.1870569,27.32049528,GALAXY
246.9570968,38.39242925,GALAXY
193.7811507,50.07928386,QSO
255.6472179,44.34927124,GALAXY
30.24317449,11.90300598,STAR
6.56824364,-4.215335503,GALAXY
229.4122873,12.93062826,GALAXY
167.6307768,-1.819583037,GALAXY
330.552248,4.135659512,GALAXY
197.8916635,18.33194721,GALAXY
201.0915153,18.09132326,GALAXY
144.1574796,51.82546097,STAR
258.2377763,35.5641649,GALAXY
350.8420013,16.99296686,GALAXY
189.9526885,18.85768217,GALAXY
211.0828106,16.98239351,GALAXY
240.1205409,53.02723164,QSO
154.4509757,18.97059305,GALAXY
13.48728635,29.08629642,GALAXY
